name_of_drug,use_case_for_drug,effectiveness_rating,number_of_times_prescribed,positive,negative,neutral,compound,base_score
Levonorgestrel,Emergency Contraception,10,4,0.077,0.067,0.857,0.6455,8.358950719271757
Medroxyprogesterone,Birth Control,5,0,0.027,0.138,0.835,-0.9271,3.8128660300863055
Byetta,"Diabetes, Type 2",8,37,0.089,0.23,0.681,-0.8997,5.283595657658187
Prozac,Depression,9,169,0.255,0.122,0.623,0.9532,6.540294531499878
Dulera,Asthma,5,10,0.0,0.0,1.0,0.0,7.181786620054445
Seroquel,Insomnia,9,27,0.059,0.04,0.9,0.4574,8.022968937262847
Cyproheptadine,Migraine,9,26,0.152,0.066,0.782,0.7832,6.765825685915322
Bupropion / naltrexone,Obesity,10,24,0.168,0.086,0.746,0.9029,6.975487703374523
Dilaudid-HP,Anesthetic Adjunct,10,2,0.148,0.241,0.611,-0.7418,8.074493292790843
Prozac,Anxiety and Stress,9,202,0.091,0.172,0.737,-0.7258,6.846653175792851
Duac,Acne,7,8,0.295,0.035,0.67,0.9874,5.281756228697488
Januvia,"Diabetes, Type 2",10,76,0.114,0.023,0.862,0.8316,6.386022848390367
Tizanidine,Muscle Spasm,10,120,0.191,0.121,0.688,0.8316,6.401646344009122
Ethinyl estradiol / levonorgestrel,Birth Control,3,4,0.103,0.134,0.763,-0.296,8.59389418591238
Yaz,Birth Control,9,6,0.158,0.085,0.757,0.8791,6.290834689334499
Skyla,Birth Control,2,5,0.062,0.215,0.723,-0.9471,6.577285637571317
Norvasc,High Blood Pressure,7,77,0.0,0.212,0.788,-0.6344,5.060356192190317
Drysol,Hyperhidrosis,10,3,0.124,0.028,0.848,0.6932,8.745991303284766
Desvenlafaxine,Depression,10,3,0.0,0.0,1.0,0.0,8.745991303284766
Famvir,Cold Sores,9,24,0.013,0.111,0.877,-0.867,7.084225295181232
Percocet,Chronic Pain,8,68,0.115,0.148,0.738,-0.6597,5.864284978967151
Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,8,19,0.064,0.089,0.847,-0.5987,4.844844184750362
Levothyroxine,Underactive Thyroid,9,38,0.157,0.083,0.76,0.7964,6.298849521124014
Klor-Con,Prevention of Hypokalemia,10,10,0.403,0.117,0.479,0.7484,8.574485878929147
Fentanyl,Pain,10,27,0.043,0.214,0.743,-0.8854,7.921906947449914
Metoprolol,Migraine Prevention,3,3,0.094,0.155,0.752,-0.712,8.981228211240314
Depo-Provera,Birth Control,2,0,0.134,0.063,0.803,0.8661,5.361011644211109
Lithium,Depression,6,3,0.119,0.078,0.802,0.4552,6.383855104378132
Cymbalta,Depression,5,19,0.0,0.25,0.75,-0.6124,3.8425829583153654
Desvenlafaxine,Depression,8,21,0.122,0.056,0.821,0.7324,7.3518843048542895
Gabapentin,Bipolar Disorde,4,15,0.102,0.128,0.77,-0.0801,8.312591337330455
Humalog KwikPen,"Diabetes, Type 2",2,2,0.025,0.164,0.811,-0.8611,7.579306469455799
Dapsone,Acne,10,16,0.151,0.026,0.823,0.9673,8.709532579215772
Suprep Bowel Prep Kit,Bowel Preparation,10,8,0.044,0.0,0.956,0.296,7.737592628105482
Acetaminophen / oxycodone,Pain,10,10,0.047,0.104,0.849,-0.4215,8.574485878929147
Compazine,Nausea/Vomiting,8,22,0.112,0.076,0.812,0.5106,7.94042769749102
Camila,Birth Control,3,10,0.078,0.041,0.88,0.6088,8.809536634711788
Ethinyl estradiol / norgestimate,Birth Control,9,4,0.09,0.078,0.832,0.0258,8.457255146738312
Paliperidone,Depression,5,5,0.141,0.092,0.767,0.4767,5.381957142457769
Hydrocodone / ibuprofen,Pain,10,10,0.036,0.177,0.787,-0.8718,8.574485878929147
Epiduo,Acne,9,5,0.077,0.039,0.884,0.4503,7.277927183306573
Alprazolam,Anxiety,10,0,0.422,0.205,0.373,0.5423,6.109306553878857
Skyla,Birth Control,2,2,0.119,0.059,0.822,0.8296,7.579306469455799
Budesonide / formoterol,moterol),10,35,0.072,0.106,0.823,-0.214,8.648336695522234
Depo-Provera,Birth Control,9,1,0.141,0.087,0.772,0.6837,6.920059185010526
Polyethylene glycol 3350,Constipation,10,0,0.109,0.057,0.834,0.8429,6.109306553878857
Epiduo,Acne,4,5,0.089,0.031,0.879,0.5478,6.930195283510674
Acyclovir,Herpes Simplex,10,5,0.0,0.0,1.0,0.0,7.170997223562014
Abreva,Herpes Simplex,10,9,0.096,0.067,0.837,0.7424,8.656796740464273
Belviq,Weight Loss,9,157,0.036,0.169,0.795,-0.95,6.232879443086432
Abilify,Depression,6,106,0.089,0.107,0.804,0.56,2.6648669639025067
Prozac,Major Depressive Disorde,8,12,0.019,0.063,0.917,-0.8054,5.1337406888149335
Humira,Ulcerative Colitis,9,14,0.205,0.042,0.753,0.8126,7.475096634526175
Skelaxin,Muscle Spasm,10,72,0.104,0.126,0.77,-0.4215,8.720363418607702
Tegretol,Trigeminal Neuralgia,6,28,0.061,0.169,0.77,-0.9538,6.340652340523361
Levonorgestrel,Emergency Contraception,6,2,0.039,0.148,0.813,-0.9371,5.406917687876335
Armodafinil,Narcolepsy,6,8,0.06,0.019,0.921,0.6757,4.878733980113638
Ethinyl estradiol / levonorgestrel,Birth Control,5,18,0.163,0.024,0.813,0.8971,4.623785521997387
Drospirenone / ethinyl estradiol,Menstrual Disorders,1,4,0.064,0.317,0.619,-0.9864,6.548256302136768
Celexa,Anxiety and Stress,9,153,0.121,0.154,0.724,-0.6183,8.384047624850371
Percocet,Pain,10,12,0.583,0.0,0.417,0.6369,6.355865537958907
Depo-Provera,Birth Control,2,14,0.082,0.22,0.698,-0.8441,6.799916942056079
Etonogestrel,Birth Control,2,3,0.051,0.064,0.885,-0.244,8.311305347103012
Gabapentin,Insomnia,9,62,0.101,0.134,0.765,-0.1779,6.726812515027324
Geodon,Bipolar Disorde,5,20,0.0,0.318,0.682,-0.5046,5.143886122227377
Levonorgestrel,Abnormal Uterine Bleeding,3,34,0.092,0.077,0.831,0.2495,8.820441204141213
Vilazodone,Depression,1,64,0.065,0.276,0.659,-0.987,4.654876075882747
Indomethacin,Cluster Headaches,9,17,0.183,0.332,0.485,-0.4158,8.001996457056773
Cymbalta,Chronic Pain,3,31,0.0,0.0,1.0,0.0,6.48938284497208
Fluconazole,Candidemia,9,26,0.053,0.0,0.947,0.1764,6.765825685915322
Latuda,Bipolar Disorde,9,47,0.086,0.125,0.789,-0.2066,8.844808856559746
Quetiapine,Bipolar Disorde,1,11,0.0,0.073,0.927,-0.5574,5.433997586477339
Tizanidine,Muscle Spasm,8,44,0.06,0.104,0.837,-0.64,4.821912068610578
Estradiol,Atrophic Vaginitis,1,1,0.062,0.181,0.757,-0.8906,4.319273404069607
Copper,Birth Control,10,10,0.086,0.029,0.885,0.3499,8.574485878929147
Tiotropium,"COPD, Maintenance",10,35,0.0,0.0,1.0,0.0,8.648336695522234
Terbinafine,"Onychomycosis, Fingernail",10,55,0.165,0.099,0.736,0.8385,7.521367267772852
Subutex,Opiate Dependence,10,25,0.0,0.0,1.0,0.0,6.1234614690910565
Endocet,Pain,9,41,0.099,0.105,0.796,-0.3506,8.839215364127986
Paxil CR,Anxiety,9,28,0.234,0.17,0.596,0.7318,8.811472745889803
Ortho Micronor,Birth Control,3,56,0.127,0.027,0.846,0.8819,6.584622449052698
Depo-Provera,Birth Control,9,11,0.072,0.106,0.822,-0.6239,7.648306726574672
Escitalopram,Anxiety,10,60,0.301,0.049,0.65,0.7901,8.703602222190558
MoviPrep,Bowel Preparation,10,13,0.074,0.08,0.846,-0.09,6.256623555456827
Suboxone,Opiate Dependence,9,27,0.066,0.19,0.743,-0.9645,8.022968937262847
Coreg CR,High Blood Pressure,10,26,0.092,0.143,0.765,-0.1742,6.653815670753763
Zithromax,Sinusitis,10,32,0.179,0.035,0.786,0.7014,6.370760113378997
Plaquenil,Rheumatoid Arthritis,8,84,0.069,0.036,0.895,0.3919,7.528817077910332
Copper,Birth Control,9,5,0.182,0.03,0.788,0.9219,7.277927183306573
Nitrofurantoin,Bladder Infection,5,4,0.12,0.182,0.698,-0.7757,6.916893730093862
Ethinyl estradiol / norelgestromin,Birth Control,8,2,0.092,0.187,0.721,-0.8651,7.171574816814388
Pseudoephedrine,Nasal Congestion,10,10,0.108,0.1,0.792,-0.1287,8.574485878929147
Vyvanse,ADHD,10,28,0.102,0.017,0.88,0.9189,8.7151200080925
Armodafinil,Narcolepsy,9,23,0.047,0.089,0.864,-0.6975,8.31464585548871
Plan B One-Step,Emergency Contraception,10,29,0.04,0.111,0.849,-0.8881,8.469379704137364
Miconazole,Vaginal Yeast Infection,1,1,0.048,0.115,0.837,-0.8335,4.319273404069607
Ethinyl estradiol / etonogestrel,Birth Control,9,10,0.116,0.063,0.821,0.6832,8.671579904027597
Isotretinoin,Acne,1,16,0.077,0.098,0.826,-0.3092,7.003408356848098
Yaz,Birth Control,9,2,0.091,0.033,0.876,0.6046,8.174543577159849
Ethinyl estradiol / levonorgestrel,Birth Control,10,1,0.126,0.063,0.811,0.8263,6.80968357898411
Oxycodone,Pain,7,45,0.223,0.169,0.609,0.6209,3.805908100650728
Lisinopril,High Blood Pressure,10,48,0.0,0.102,0.898,-0.4384,8.34304217326435
Risperidone,Schizoaffective Disorde,1,9,0.116,0.114,0.771,0.0129,6.935684111767527
Levoxyl,"Hypothyroidism, After Thyroid Removal",5,21,0.154,0.124,0.722,0.5003,6.760934395598683
Triumeq,HIV Infection,7,13,0.082,0.131,0.787,-0.7017,2.616288020312773
Doxepin,Insomnia,2,31,0.143,0.396,0.461,-0.5775,5.519839394947286
Venlafaxine,Depression,1,3,0.168,0.16,0.672,0.6391,7.0500866311617765
Medroxyprogesterone,Birth Control,2,3,0.066,0.076,0.858,-0.2617,8.311305347103012
Fluoxetine,Obsessive Compulsive Disorde,9,74,0.583,0.0,0.417,0.4215,7.428628893019347
Homatropine / hydrocodone,Cough,10,3,0.1,0.172,0.729,-0.8201,8.745991303284766
Etonogestrel,Endometriosis,1,1,0.021,0.082,0.897,-0.7845,4.319273404069607
Amphetamine,ADHD,3,5,0.139,0.057,0.804,0.4749,7.408418703059745
Lamotrigine,Schizoaffective Disorde,9,43,0.161,0.099,0.74,0.8956,6.8988396488861214
Isotretinoin,Acne,1,43,0.05,0.102,0.849,-0.7351,4.284346834173924
Strattera,ADHD,9,48,0.015,0.099,0.887,-0.9072,8.441439660216073
Bupropion,Depression,3,30,0.096,0.153,0.751,-0.8531,7.583128745493772
Doxycycline,Acne,1,4,0.077,0.103,0.82,-0.4646,6.548256302136768
Phentermine,Weight Loss,10,19,0.029,0.091,0.88,-0.7906,6.127475169414972
Buprenorphine / naloxone,Opiate Dependence,9,18,0.172,0.065,0.763,0.9485,6.746195481627737
Elavil,Depression,10,237,0.126,0.116,0.759,0.1423,7.792849801478263
Liraglutide,Weight Loss,1,1,0.0,0.141,0.859,-0.6597,4.319273404069607
Seroquel XR,Depression,6,38,0.046,0.144,0.81,-0.886,1.3077258911107597
Naprosyn,Osteoarthritis,7,53,0.138,0.0,0.862,0.34,6.583882046776493
Orlistat,Obesity,10,6,0.561,0.304,0.135,0.4404,6.1731344641759245
Adapalene / benzoyl peroxide,Acne,9,6,0.074,0.0,0.926,0.4173,6.290834689334499
Rosuvastatin,Atherosclerosis,8,46,0.106,0.094,0.8,0.1027,7.1937842680602575
Clindamycin,Bacterial Infection,6,20,0.018,0.225,0.757,-0.9656,3.5622956351129305
Hylan g-f 20,Osteoarthritis,1,48,0.108,0.205,0.687,-0.8164,6.527310208032343
Hydromorphone,Chronic Pain,8,65,0.03,0.164,0.806,-0.9488,7.371787274673808
Azithromycin,Chlamydia Infection,9,5,0.096,0.114,0.79,-0.1136,7.277927183306573
Hydroxyurea,"Anemia, Sickle Cell",3,15,0.045,0.213,0.743,-0.978,8.717870858108787
Ambien CR,Insomnia,10,21,0.068,0.082,0.85,0.0516,8.233307958262657
Norco,Pain,1,19,0.258,0.111,0.631,0.9775,3.091706666281565
Celexa,Anxiety and Stress,9,146,0.049,0.141,0.81,-0.8399,7.544665216711558
Alprazolam,Anxiety,10,5,0.074,0.064,0.862,0.4424,7.170997223562014
Niacin,High Cholesterol,9,7,0.021,0.145,0.834,-0.8573,6.607445106972985
Etanercept,Rheumatoid Arthritis,10,53,0.161,0.036,0.803,0.807,8.664924230348454
Glatiramer,Multiple Sclerosis,8,37,0.119,0.049,0.832,0.8846,5.283595657658187
Fluoxetine,Hot Flashes,1,10,0.121,0.06,0.819,0.1779,6.8294758571584
Benzaclin,Acne,1,12,0.0,0.189,0.811,-0.8592,3.5351764941555603
"Insulin inhalation, rapid acting","Diabetes, Type 1",1,7,0.076,0.126,0.798,-0.6002,3.7845039965740233
Ethinyl estradiol / levonorgestrel,Birth Control,4,3,0.17,0.143,0.687,0.0589,8.58780655657903
Levothyroxine,"Hypothyroidism, After Thyroid Removal",5,33,0.167,0.0,0.833,0.6369,5.911514893230497
Liraglutide,"Diabetes, Type 2",1,16,0.101,0.152,0.747,-0.6671,7.003408356848098
Plaquenil,Rheumatoid Arthritis,10,166,0.18,0.036,0.784,0.9375,8.616149168978831
Metformin,Polycystic Ovary Syndrome,8,72,0.157,0.092,0.751,0.8194,7.899329198654216
Aluminum chloride hexahydrate,Hyperhidrosis,10,2,0.165,0.12,0.715,0.6768,8.074493292790843
NuvaRing,Birth Control,4,2,0.056,0.192,0.752,-0.946,7.884224520147357
Tri-Sprintec,Birth Control,10,3,0.0,0.266,0.734,-0.9457,8.745991303284766
Ethinyl estradiol / norgestimate,Birth Control,1,3,0.068,0.232,0.7,-0.9821,7.0500866311617765
Linzess,Constipation,3,47,0.382,0.0,0.618,0.7783,8.983867772135888
Lisdexamfetamine,ADHD,9,3,0.113,0.022,0.865,0.8469,8.842186219376321
Kyleena,Birth Control,8,1,0.113,0.073,0.814,0.5698,5.691791949528471
Sunitinib,Renal Cell Carcinoma,1,42,0.0,0.196,0.804,-0.4449,6.142741961726843
Bupropion,Depression,1,25,0.026,0.213,0.761,-0.7935,3.0834988504521013
Celexa,Anxiety and Stress,4,25,0.0,0.287,0.713,-0.9313,5.808448076199343
Victoza,"Diabetes, Type 2",1,35,0.0,0.331,0.669,-0.8976,6.924796462661973
Amphetamine / dextroamphetamine,ADHD,10,117,0.056,0.108,0.836,-0.7906,8.44149185690488
Lurasidone,Bipolar Disorde,10,65,0.108,0.0,0.892,0.8555,8.25088976727308
Etonogestrel,Birth Control,9,1,0.107,0.094,0.798,0.5988,6.920059185010526
MS Contin,Pain,8,42,0.104,0.15,0.746,-0.6705,7.149114851687026
Levetiracetam,Seizures,8,1,0.095,0.066,0.839,0.6515,5.691791949528471
Invega,Schizoaffective Disorde,1,16,0.276,0.27,0.455,-0.2263,7.003408356848098
Levonorgestrel,Abnormal Uterine Bleeding,5,11,0.142,0.075,0.783,0.8278,5.881281274400637
Sumatriptan,Cluster Headaches,1,0,0.0,0.175,0.825,-0.8074,3.054420106447377
NuvaRing,Birth Control,10,5,0.105,0.062,0.833,0.5584,7.170997223562014
Rocephin,Urinary Tract Infection,9,8,0.025,0.076,0.9,-0.5427,7.839952234736723
Lo Loestrin Fe,2</span> users found this comment helpful.,5,2,0.016,0.133,0.851,-0.9339,6.562017771753732
Amitriptyline,Migraine Prevention,10,45,0.07,0.044,0.886,0.1994,6.831298989280017
Klonopin,Panic Disorde,1,19,0.088,0.255,0.656,-0.9334,3.091706666281565
Ethinyl estradiol / etonogestrel,Birth Control,6,8,0.115,0.119,0.766,-0.0772,4.878733980113638
Forteo,Osteoporosis,4,84,0.0,0.157,0.843,-0.9485,8.215246001460756
Tioconazole,Vaginal Yeast Infection,2,2,0.048,0.0,0.952,0.3384,7.579306469455799
Zoloft,Depression,8,16,0.04,0.082,0.878,-0.7029,7.887237930752728
Bupropion,Depression,8,31,0.0,0.333,0.667,-0.6124,4.994446104586797
Nicotine,Smoking Cessation,10,17,0.099,0.022,0.879,0.8722,7.900790082378434
Levofloxacin,Bronchitis,4,40,0.147,0.104,0.749,0.7353,8.199145843882835
Tramadol,Pain,7,23,0.047,0.145,0.809,-0.8948,5.970012715527639
Ethinyl estradiol / levonorgestrel,Birth Control,9,8,0.185,0.104,0.711,0.4669,7.839952234736723
Vivitrol,Alcohol Dependence,10,101,0.063,0.093,0.843,-0.6069,6.280866122628435
Lexapro,Anxiety,10,39,0.082,0.089,0.829,0.1406,7.19431641656822
Cymbalta,Chronic Pain,9,49,0.102,0.243,0.655,-0.8852,7.254862780164628
Dofetilide,Arrhythmia,4,1,0.032,0.051,0.917,-0.1531,6.545569929609518
Aripiprazole,Bipolar Disorde,8,13,0.179,0.0,0.821,0.8621,5.008960616814497
Remeron,Depression,10,97,0.344,0.0,0.656,0.6369,8.672717556587331
Ethinyl estradiol / norgestrel,Birth Control,1,3,0.067,0.157,0.776,-0.9252,7.0500866311617765
Ibuprofen,Pain,10,21,0.254,0.195,0.551,0.4199,8.233307958262657
Pristiq,Depression,1,9,0.168,0.193,0.638,0.1007,6.935684111767527
Evoxac,Sjogren's Syndrome,10,33,0.087,0.056,0.857,0.4588,7.567549647369478
Levonorgestrel,Birth Control,5,6,0.106,0.173,0.721,-0.928,3.916649591116808
OnabotulinumtoxinA,Overactive Bladde,10,48,0.056,0.088,0.856,-0.0387,8.34304217326435
Tambocor,Atrial Fibrillation,1,47,0.0,0.464,0.536,-0.3818,7.053457112018454
Suprep Bowel Prep Kit,Bowel Preparation,9,20,0.042,0.072,0.886,-0.4619,7.106682637574135
Euflexxa,Osteoarthritis,1,19,0.082,0.152,0.766,-0.7357,3.091706666281565
Penicillin v potassium,Strep Throat,10,37,0.086,0.08,0.834,-0.1457,6.476183149656864
Cymbalta,Depression,9,88,0.03,0.149,0.821,-0.7777,6.228840458188995
Tri-Sprintec,Birth Control,10,13,0.065,0.016,0.918,0.7355,6.256623555456827
Butrans,Chronic Pain,9,79,0.038,0.224,0.737,-0.9834,8.736292258589458
Dabigatran,Prevention of Thromboembolism in Atrial Fibrillation,9,16,0.149,0.105,0.746,0.6588,8.805914067059051
Escitalopram,Anxiety,10,97,0.096,0.306,0.597,-0.9797,8.672717556587331
Linzess,Constipation,5,15,0.049,0.073,0.877,-0.3187,7.069598344199332
Drospirenone / ethinyl estradiol,Birth Control,3,6,0.043,0.243,0.713,-0.9146,6.418151082737053
Selegiline,Depression,5,8,0.123,0.16,0.717,-0.8074,6.132623614626235
Adderall,ADHD,8,52,0.0,0.141,0.859,-0.3182,6.8112585205684
Amlodipine,High Blood Pressure,8,74,0.019,0.147,0.834,-0.9331,6.303330305534687
Lorcaserin,Weight Loss,9,92,0.108,0.057,0.835,0.7078,8.425358790151764
Buspirone,Anxiety,8,60,0.097,0.177,0.726,-0.8833,7.880615951005037
LoSeasonique,0</span> users found this comment helpful.,6,0,0.166,0.0,0.834,0.8207,0.899075571349414
Linaclotide,Constipation,10,33,0.169,0.123,0.708,0.636,7.567549647369478
Ethinyl estradiol / norgestimate,Birth Control,8,9,0.027,0.21,0.763,-0.9709,7.828314657173991
Paxil,Anxiety and Stress,6,88,0.052,0.2,0.749,-0.9571,0.9060447044925456
Escitalopram,Anxiety,10,115,0.11,0.12,0.77,-0.0986,7.9636267545383665
Solifenacin,Overactive Bladde,4,14,0.104,0.106,0.789,-0.037,7.1410722648375895
Diclofenac,Pain,8,4,0.131,0.273,0.596,-0.8807,7.493869596318778
Mirena,Birth Control,10,12,0.133,0.12,0.746,0.484,6.355865537958907
Ethinyl estradiol / norelgestromin,Birth Control,8,69,0.112,0.085,0.802,0.7678,4.835210484298553
Duloxetine,Anxiety,5,24,0.064,0.135,0.801,-0.7548,5.112275555480224
Miconazole,Vaginal Yeast Infection,7,25,0.0,0.0,1.0,0.0,2.2738503175174523
Naloxone / pentazocine,Pain,1,5,0.0,0.136,0.864,-0.296,4.884977122534999
Zomig-ZMT,Migraine,10,3,0.084,0.048,0.869,0.6301,8.745991303284766
Lamisil,"Onychomycosis, Toenail",10,84,0.133,0.062,0.805,0.5647,8.389951634147149
Levora,Birth Control,10,4,0.208,0.113,0.678,0.7758,8.358950719271757
Implanon,Birth Control,4,2,0.117,0.036,0.847,0.8483,7.884224520147357
Atomoxetine,ADHD,1,15,0.0,0.124,0.876,-0.8151,6.71052568386338
Suvorexant,Insomnia,1,42,0.066,0.2,0.734,-0.937,6.142741961726843
Triumeq,HIV Infection,10,12,0.031,0.065,0.905,-0.5547,6.355865537958907
Acetaminophen / hydrocodone,Pain,8,9,0.095,0.209,0.696,-0.6621,7.828314657173991
Amoxicillin,Urinary Tract Infection,7,99,0.099,0.177,0.724,-0.8966,4.9185113469163735
Levonorgestrel,Birth Control,10,2,0.107,0.111,0.782,0.3609,8.074493292790843
Linagliptin,"Diabetes, Type 2",5,41,0.0,0.172,0.828,-0.4019,7.386763103657137
Ethinyl estradiol / etonogestrel,Birth Control,3,14,0.073,0.188,0.739,-0.9587,7.6064654188188525
Etonogestrel,Birth Control,1,5,0.05,0.121,0.829,-0.8309,4.884977122534999
Linzess,Constipation,1,10,0.085,0.198,0.717,-0.9057,6.8294758571584
Nexplanon,Birth Control,5,4,0.078,0.143,0.78,-0.815,6.916893730093862
Ethinyl estradiol / norethindrone,Birth Control,1,4,0.181,0.0,0.819,0.8994,6.548256302136768
Gabapentin,Neuropathic Pain,1,11,0.114,0.18,0.705,-0.7096,5.433997586477339
Norethindrone,Abnormal Uterine Bleeding,8,10,0.064,0.121,0.814,-0.7227,7.736175873181428
Tadalafil,Benign Prostatic Hyperplasia,5,62,0.058,0.097,0.845,-0.7102,4.594967695410575
Calan SR,Supraventricular Tachycardia,7,32,0.094,0.081,0.825,0.25,2.882524601776042
Drospirenone / ethinyl estradiol,Birth Control,6,3,0.053,0.139,0.809,-0.9022,6.383855104378132
Clonazepam,Panic Disorde,10,2,0.054,0.164,0.782,-0.906,8.074493292790843
Lyrica,Diabetic Peripheral Neuropathy,10,74,0.177,0.129,0.694,0.699,7.323018196415763
Lisdexamfetamine,Binge Eating Disorde,8,11,0.096,0.038,0.866,0.8143,6.562115937095545
Drospirenone / ethinyl estradiol,Birth Control,2,3,0.08,0.0,0.92,0.3506,8.311305347103012
Levonorgestrel,Emergency Contraception,10,24,0.16,0.115,0.725,0.4751,6.975487703374523
Testosterone,"Delayed Puberty, Male",10,2,0.371,0.0,0.629,0.8807,8.074493292790843
Ethinyl estradiol / norelgestromin,Birth Control,1,3,0.215,0.054,0.73,0.9741,7.0500866311617765
Zolpidem,Insomnia,2,26,0.117,0.071,0.812,0.7849,5.991446166933935
Elavil,Interstitial Cystitis,9,55,0.137,0.123,0.74,0.128,7.625362103342714
Rosiglitazone,"Diabetes, Type 2",3,12,0.1,0.246,0.653,-0.8008,6.59900117125482
Levetiracetam,Seizures,1,87,0.049,0.21,0.741,-0.9826,4.2495484845475096
Medroxyprogesterone,Amenorrhea,5,10,0.08,0.055,0.865,0.3602,7.181786620054445
Taclonex,Psoriasis,10,7,0.0,0.0,1.0,0.0,6.493653305451713
Effexor,Depression,9,31,0.171,0.068,0.761,0.9515,6.361917241451971
Epiduo Forte,Acne,8,4,0.078,0.157,0.765,-0.9184,7.493869596318778
Fluticasone / salmeterol,"COPD, Maintenance",9,4,0.244,0.0,0.756,0.9682,8.457255146738312
Acamprosate,Alcohol Dependence,9,4,0.06,0.0,0.94,0.168,8.457255146738312
Etonogestrel,Birth Control,10,4,0.108,0.126,0.766,-0.5948,8.358950719271757
Implanon,Birth Control,5,10,0.016,0.258,0.727,-0.9912,7.181786620054445
Divalproex sodium,Bipolar Disorde,1,19,0.075,0.207,0.719,-0.8442,3.091706666281565
Tysabri,Multiple Sclerosis,10,114,0.159,0.14,0.701,0.0772,6.694217494283552
Monistat 3-Day Combination Pack,Vaginal Yeast Infection,1,5,0.0,0.179,0.821,-0.34,4.884977122534999
Implanon,Birth Control,2,3,0.119,0.066,0.815,0.2263,8.311305347103012
Oxycodone,Pain,9,24,0.251,0.092,0.657,0.6797,7.084225295181232
Celecoxib,Pain,6,62,0.26,0.073,0.667,0.9814,2.713310188478052
Mesalamine,Ulcerative Colitis,10,6,0.103,0.033,0.864,0.8943,6.1731344641759245
Medroxyprogesterone,Birth Control,10,5,0.08,0.044,0.877,0.5965,7.170997223562014
Apri,Birth Control,7,8,0.0,0.061,0.939,-0.4767,5.281756228697488
Benazepril,High Blood Pressure,9,18,0.086,0.127,0.786,-0.2737,6.746195481627737
Zyprexa Intramuscular,Agitation,8,19,0.102,0.091,0.807,0.0772,4.844844184750362
Copaxone,Multiple Sclerosis,3,21,0.065,0.15,0.785,-0.8074,8.46825790641147
Mirtazapine,Depression,10,21,0.049,0.108,0.843,-0.6712,8.233307958262657
Actos,"Diabetes, Type 2",7,22,0.039,0.088,0.874,-0.6576,6.706752154114658
Gabapentin,Peripheral Neuropathy,1,55,0.0,0.326,0.674,-0.9544,5.4008517281168364
Suvorexant,Insomnia,1,18,0.102,0.03,0.868,0.6369,4.027554327116556
Azithromycin,Skin or Soft Tissue Infection,10,2,0.119,0.113,0.769,0.6036,8.074493292790843
Nexplanon,Birth Control,1,9,0.0,0.116,0.884,-0.9154,6.935684111767527
Immune globulin intravenous,Primary Immunodeficiency Syndrome,10,18,0.052,0.041,0.907,0.1531,6.633970466631683
